author details,urls,unique ID,book title,author name,rating,book description,book_cover_links,v4 UUID
,https://www.goodreads.com/book/show/48845244-un-bonheur-imparfait--extrait-offert-?from_search=true&from_srp=true&qid=1t02z5usua&rank=104,48845244,Un bonheur imparfait -Extrait offert-,"by Colleen Hoover (Goodreads Author), Pauline Vidal (Translator)",4.41,"Graham et Quinn sont tombés profondément amoureux il y a sept ans. Après une rencontre improbable, ils ont vite compris qu'ils étaient faits l'un pour l'autre. Et puis ils se sont mariés et ont commencé à parler de fonder une famille.

Les mois, les années ont passé et Quinn et Graham ne sont toujours que deux et leur couple semble s'effriter un peu plus chaque jour. Le désir de Quinn de devenir mère est devenue une obsession qu'elle n'est plus très sûre que Graham partage totalement. Leur relation se distend et ils semblent de moins en moins se comprendre.

Est-ce que l'amour même quand il est aussi fort peut mourir quand les épreuves se multiplient ou au contraire peut-il en sortir renforcé ?
(less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574017534l/48845244._SY475_.jpg,2d9be1b3-6f82-43db-aa5d-aaffc6a94325
,https://www.goodreads.com/book/show/61241147-summary-of-it-ends-with-us-by-colleen-hoover?from_search=true&from_srp=true&qid=1t02z5usua&rank=105,61241147,SUMMARY OF IT ENDS WITH US BY COLLEEN HOOVER : A NOVEL,by RAFF CLINTON,0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654565332l/61241147._SY475_.jpg,b0c9b2d2-d945-4303-81ac-5335fedb825b
,https://www.goodreads.com/book/show/59241553-layla--extrait-offert-?from_search=true&from_srp=true&qid=1t02z5usua&rank=106,59241553,Layla -Extrait offert-,by Colleen Hoover (Goodreads Author),4.08,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633705247l/59241553._SY475_.jpg,c83385a8-2cf7-4c00-91cc-45182738144b
,https://www.goodreads.com/book/show/60759127-summary-of-reminders-of-him?from_search=true&from_srp=true&qid=1t02z5usua&rank=107,60759127,Summary of reminders of him: a novel by Colleen Hoover,by Rebecca T. Smith,4.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649213291l/60759127._SY475_.jpg,f1b43c4a-80a4-4dd4-a248-a5a44ac632ec
,https://www.goodreads.com/book/show/43584787-novembro-9-assim-que-acaba-tarde-demais?from_search=true&from_srp=true&qid=1t02z5usua&rank=108,43584787,"Novembro, 9 / É assim que acaba / Tarde demais",by Colleen Hoover (Goodreads Author),4.69,"Novembro, 9 (352 páginas) Fallon conhece Ben, um aspirante a escritor, bem no dia da sua mudança de Los Angeles para Nova York. A química instantânea entre os dois faz com que passem o dia inteiro juntos – a vida atribulada de Fallon se torna uma grande inspiração para o romance que Ben pretende escrever. A mudança de Fallon é inevitável, mas eles prometem se encontrar todo ano, sempre no mesmo dia. Até que Fallon começa a suspeitar que o conto de fadas do qual faz parte pode ser uma fabricação de Ben em nome do enredo perfeito. Será que o relacionamento de Ben com Fallon, e o livro que nasce dele, pode ser considerado uma história de amor mesmo se terminar em corações partidos? É assim que acaba (368 páginas) Lily nem sempre teve uma vida fácil, mas isso nunca a impediu de trabalhar arduamente para conquistar a vida tão sonhada. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547605102l/43584787._SX318_.jpg,074d7a2b-0676-4186-a12b-bc2104a65e6d
,https://www.goodreads.com/book/show/54256218-one-more-step?from_search=true&from_srp=true&qid=1t02z5usua&rank=109,54256218,One More Step,"by Lillian Schneider (Editor), Colleen Hoover (Goodreads Author), A.L. Jackson (Goodreads Author), Debra Anastasia (Goodreads Author), Santana Blair (Goodreads Author), K.F. Breene (Goodreads Author), Amy Daws (Goodreads Author), B.B. Easton (Goodreads Author), more…",4.12,"Have you ever been curious how a writer's mind works?

The Bookworm Box is proud to present ONE MORE STEP, an exciting and unique reading experience.

Each of the twenty-six authors featured in this anthology were given the same first sentence. Where they took that first sentence was completely up to them.

Every story is different.

No story is related.

The only thing these stories have in common is their starting point.

All of the authors showcased in this anthology were featured in The Bookworm Box charity during 2019.

Each author has graciously donated their story so that 100% of profits from this anthology will be going to the various charities The Bookworm Box is able to support because of you, the readers. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593036608l/54256218._SY475_.jpg,c0a34bed-9476-40fb-bd54-3b49c4cf6a6f
,https://www.goodreads.com/book/show/60690128-summary-of-it-ends-with-us-by-colleen-hoover?from_search=true&from_srp=true&qid=1t02z5usua&rank=110,60690128,Summary of It Ends with Us By Colleen Hoover,by Summary House,0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648235318l/60690128._SY475_.jpg,769cd104-526e-4a33-9dae-3c71ad41f5b7
,https://www.goodreads.com/book/show/60378006-summary-of-verity-by-colleen-hoover?from_search=true&from_srp=true&qid=1t02z5usua&rank=111,60378006,SUMMARY OF VERITY BY COLLEEN HOOVER: A NOVEL,by Michael Thomas,0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644379871l/60378006._SY475_.jpg,9a3c78c0-b095-47ee-b75c-d9d5913cac19
,https://www.goodreads.com/book/show/56580529-regretting-you--extrait-offert-?from_search=true&from_srp=true&qid=1t02z5usua&rank=112,56580529,Regretting You -Extrait offert-,"by Colleen Hoover (Goodreads Author), Pauline Vidal (Translator)",4.26,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609995679l/56580529._SY475_.jpg,aeb6ab95-d858-4356-85ea-79adab386da9
,https://www.goodreads.com/book/show/59733100-summary-of-verity?from_search=true&from_srp=true&qid=1t02z5usua&rank=113,59733100,SUMMARY OF VERITY: A novel By Colleen Hoover,by Mark Jeffrey (Goodreads Author),0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638324845l/59733100._SY475_.jpg,f1e7faf0-63cd-459b-a70f-3289fdd70d0e
,https://www.goodreads.com/book/show/61331583-summary-of-it-ends-with-us?from_search=true&from_srp=true&qid=1t02z5usua&rank=114,61331583,Summary Of It Ends With Us: A Novel By Colleen Hoover,by Rumm an,0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655780380l/61331583._SY475_.jpg,a6512951-fc91-4c73-ae27-dcab5e5c4930
,https://www.goodreads.com/book/show/60240579-summary-of-it-ends-with-us?from_search=true&from_srp=true&qid=1t02z5usua&rank=115,60240579,summary of It Ends with Us: by colleen hoover,by rongila rongila,0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643511759l/60240579._SY475_.jpg,0ff74134-4051-4954-913e-62def71ceef9
,https://www.goodreads.com/book/show/49018085-all-wrapped-up-for-the-holidays?from_search=true&from_srp=true&qid=1t02z5usua&rank=116,49018085,All Wrapped Up for the Holidays,"by Vi Keeland (Goodreads Author), Penelope Ward (Goodreads Author), Colleen Hoover (Goodreads Author), Kristen Ashley (Goodreads Author), Jill Shalvis (Goodreads Author), Elle Kennedy (Goodreads Author), K. Bromberg (Goodreads Author)",3.90,"Six standalone holiday short stories!

The Merry Mistake by Vi Keeland and Penelope Ward

Note to self: Ask Santa for glasses this year. When I accidentally mistook a gorgeous man resting outside my building for a homeless person in need of lunch, we got into it. I’d only been trying to do a good deed around the holidays, but he called me righteous. I called him something far worse. If only I didn’t have to see him again. But fate had other plans.

Finding Perfect by Colleen Hoover

A short story that brings back several of Colleen’s most beloved characters. Told from the point of view of Daniel from Finding Cinderella, readers will finally get the story they’ve been begging for more of. For the best reading experience, make sure you’ve read all three books that come together to make up this heartwarming and fun holiday short story; Finding Cinderella, Hopeless and All Your Perfects.

A Rock Chick Christmas by Kristen Ashley

What's Christmas with the Starks like? Get a peek into the Rock Chick world and how Luke copes with Ava going Christmas gaga and just what he will, and won't, do for his girls during the holidays.

Just Say When by Jill Shalvis

When the one you want …

Is the one you can’t seem to have…

Can love conquer all?

The Pact by Elle Kennedy

Thanks to my hectic schedule as a pro hockey player, my girl and I are spending more time apart than together. Luckily, I have a solution—a romantic New Year’s Eve getaway in the mountains, just me and Grace and plenty of sexytimes. Except this blizzard has other ideas...

The Package by K. Bromberg

Christmas week can’t get any worse for Jules Jilliland. Dumped by her boyfriend, rear-ended on the freeway, and fired from her job, she finds herself stuck in an elevator with a handsome stranger. When their packages are accidentally swapped, will it end up being a misfortunate accident that suddenly brightens her holidays? (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575150678l/49018085._SY475_.jpg,95c4dd77-e375-4298-9d23-3ccd14ea07f9
,https://www.goodreads.com/book/show/60605741-em-busca-de-cinderela-e-em-busca-da-perfei-o?from_search=true&from_srp=true&qid=1t02z5usua&rank=117,60605741,Em Busca De Cinderela E Em Busca Da Perfeição (2 Em 1),by Colleen Hoover (Goodreads Author),4.38,"Six e Daniel acabaram de se conhecer no mais improvável dos lugares — um armário de vassouras —, e, apesar do desejo mútuo de matar umas aulas e evitar os chatos do colégio, os dois nunca se viram antes. A surpresa rapidamente cede espaço à conexão, uma afinidade repentina e irresistível que os une, conduzindo-os a uma história que tem tudo que os melhores contos de fada nos dizem: juras de amor, condições predefinidas, uma garota escapando nos momentos finais... como Cinderela, à meia-noite.

Tempos depois, eles se reencontram. E vão perceber, então, que a realidade nem sempre consegue manter a mesma magia dos contos de fada.

Mas quando um segredo imprevisível do passado de um deles vem à tona, o único apoio será um ao outro, e a força de seus sentimentos. Agora, a luz da vida real, em contraste com o escuro do armário onde os dois se encontraram pela primeira vez, é o que vai determinar os próximos passos de Six e Daniel, que, ainda desbravando essa nova realidade, precisarão segurar firme a mão um do outro, respirar fundo e abraçar todas as novas possibilidades.

Determinado a devolver a Six a peça que faltava para completar sua felicidade, Daniel embarca numa jornada dura, mas emocionante, repleta de expectativa e tensão, provando que, no fim, o amor verdadeiro, mesmo à luz do dia, sempre vence. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647207666l/60605741._SY475_.jpg,e7ec37f2-c4d0-4932-baa2-93dcee221595
,https://www.goodreads.com/book/show/60484026-it-ends-with-us-it-starts-with-us-ebook-collection?from_search=true&from_srp=true&qid=1t02z5usua&rank=118,60484026,"It Ends with Us, It Starts with Us Ebook Collection: It Ends with Us, It Starts with Us",by Colleen Hoover (Goodreads Author),4.11,"#1 New York Times bestselling author Colleen Hoover’s “glorious and touching” (USA TODAY) phenomenon and its long-anticipated sequel are together in this collection that is perfect for new and longtime fans of the evocative story of Lily, Ryle, and Atlas.

In the “brave and heartbreaking” (Anna Todd, New York Times bestselling author) #1 New York Times bestselling TikTok sensation It Ends with Us, Lily is overwhelmed with passion for the inflexible and proud Ryle. But her too-good-to-be-true romance is suddenly a lot more complicated when her first love, Atlas, suddenly comes back into her life.

Then, in It Starts with Us, read Atlas’s side of the story as Colleen Hoover explores more of Atlas’s past and what comes next for him, Lily, and Ryle. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654435176l/60484026._SY475_.jpg,4b3a312a-352c-4ee2-9099-10365f8d08a1
,https://www.goodreads.com/book/show/20498222-the-kiss?from_search=true&from_srp=true&qid=1t02z5usua&rank=119,20498222,The Kiss: An Anthology of Love and Other Close Encounters,"by C.A. Newsome (Goodreads Author) (Editor), Jacques Antoine (Goodreads Author) (Editor), Robert C. Thomas (Goodreads Author) (Editor), Alison Blake (Goodreads Author), Anna J. McIntyre (Goodreads Author), Ben Cassidy, Brandon Hale (Goodreads Author), Kate Aaron (Goodreads Author), more…",3.91,"A kiss is a simple communication. It can also be an exchange, a betrayal, an assault, a promise, a hope...or it could be a goodbye. The intimacy of a kiss cannot be denied. Whether shared, stolen or simply dreamed of, its recipient will be affected. Thirty-one stories by authors from around the world will tease your imagination as you anticipate ‘The Kiss’ in each weird or wonderful tale.

This cross-genre anthology contains stories by Kate Aaron, Saxon Andrew, Jacques Antoine, Alison Blake, E. B. Boggs, Shirley Bourget, Ben Cassidy, Jason Deas, Sharon Delarose, Meghan Ciana Doidge, Suzy Stewart Dubot, Corrie Fischer, Brandon Hale, Traci Tyne Hilton, Colleen Hoover, Mona Ingram, J. L. Jarvis, Elizabeth Jasper, Anna J. McIntyre, Jess Mountifield, C. A. Newsome, S. Patrick O'Connell, Suzie O'Connell, Jeanette Raleigh, J. R. C. Salter, Molly Snow, Holli Marie Spaulding, Cleve Sylcox, Robert Thomas, Chris Ward and George Wier.

130,000 words (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389273153l/20498222.jpg,95554514-5443-4709-9009-c287567f4b47
,https://www.goodreads.com/book/show/59031320-use-numbers-to-communicate-in-brazilian-portuguese?from_search=true&from_srp=true&qid=1t02z5usua&rank=120,59031320,Use Numbers To Communicate In Brazilian Portuguese,"by Colleen Hoover, Hugh Howey (Goodreads Author) (Translator), Thomas Benigno (Goodreads Author) (Translator), Tom Lowe ; John Green ; Elizabeth Hunter ; (Translator)",5.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632119186l/59031320._SX318_.jpg,79b23128-36a1-4dc5-a69c-28d8cc3b819d
,https://www.goodreads.com/book/show/22007206-just-a-touch?from_search=true&from_srp=true&qid=1t02z5usua&rank=121,22007206,Just a Touch: The Atria Indie Author 2014 Sampler,"by Renee Carlino (Goodreads Author), Abbi Glines (Goodreads Author), Colleen Hoover (Goodreads Author), Jamie McGuire (Goodreads Author), Gail McHugh (Goodreads Author), Leah Raeder (Goodreads Author), Elizabeth Reyes (Goodreads Author), Kendall Ryan (Goodreads Author), more…",4.13,"Included in this free e-sampler are selections from ten sexy, heartbreaking, and epically romantic books by some of the biggest names in contemporary romance and new adult fiction. You’ll want to read them over and over again, share with your friends, and bookmark every page.

We hope you enjoy these excerpts and come back for the rest of the story!

Here’s just a touch of:
Sweet Thing by Renée Carlino
Rush Too Far by Abbi Glines
Ugly Love by Colleen Hoover
Beautiful Oblivion by Jamie McGuire
Collide by Gail McHugh
Unteachable by Leah Raeder
Desert Heat by Elizabeth Reyes
Working It by Kendall Ryan
Five Ways to Fall by K.A. Tucker
Jane’s Melody by Ryan Winfield

Find out more about your favorite authors at
Facebook.com/AtriaIndieAuthors
Twitter.com/AtriaBooks
AtriaIndieAuthors.com (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398715961l/22007206.jpg,315637b4-5c5d-47c1-903e-3d6ebd04cbda
,https://www.goodreads.com/book/show/58910208-college-friends?from_search=true&from_srp=true&qid=1t02z5usua&rank=122,58910208,College Friends,by Colleen H. Hoover,3.50,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630563092l/58910208._SY475_.jpg,25275efc-ed66-4aba-9340-ca5f62a5ffe1
,https://www.goodreads.com/book/show/18705949-the-atria-indie-lovers-collection?from_search=true&from_srp=true&qid=1t02z5usua&rank=123,18705949,The Atria Indie Lovers Collection: Twisted Perfection / Losing Hope / Red Hill,"by Abbi Glines (Goodreads Author), Colleen Hoover (Goodreads Author), Jamie McGuire (Goodreads Author)",4.56,"The Atria Indie Lovers Collection brings together three celebrated #1 New York Times bestselling authors for the first time as they embark on the Atria Indie Authors Fall 2013 tour from October 21-October 28.

This digital-only collection includes three sensational novels from three unforgettable authors.

Twisted Perfection by Abbi Glines. Set in the elite world of Rosemary Beach, a haunting love story about Woods, a wealthy playboy bound by family duty and honor, and Della, the imperfect stranger who captures his heart.

Losing Hope by Colleen Hoover. The much-anticipated sequel to Hopeless, which continues the passionate journey of Holder and Sky as they overcome their devastating pasts—this time from Holder’s point of view.

Red Hill by Jamie McGuire. From the author of Beautiful Disaster and Walking Disaster, an extraordinary novel about an ordinary group of people who must band together to survive in a brilliantly realized apocalyptic world.

Each book is available separately in ebook, trade paperback, and a signed limited edition hardcover. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389589051l/18705949.jpg,0ee2ccb9-4b82-4ff4-95d4-9d4d09f5332e
,https://www.goodreads.com/book/show/25416764-crave?from_search=true&from_srp=true&qid=1t02z5usua&rank=124,25416764,Crave: The 2015 Atria Indie Author Sampler,"by Renee Carlino (Goodreads Author), Abbi Glines (Goodreads Author), Karina Halle (Goodreads Author), Colleen Hoover (Goodreads Author), Gail McHugh (Goodreads Author), Leah Raeder (Goodreads Author), K.A. Tucker (Goodreads Author)",4.07,"Turn up the heat with this free e-sampler featuring seven irresistibly sexy and utterly enticing selections by some of the biggest names in contemporary romance and new adult fiction. Lose yourself in these stories and spread the love by sharing with your friends.

Here’s a taste of:

After the Rain by Renée Carlino
When You’re Back by Abbi Glines
Where Sea Meets Sky by Karina Halle
Confess by Colleen Hoover
Amber to Ashes by Gail McHugh
Black Iris Leah Raeder
Chasing River by K.A. Tucker

Find out more about your favorite authors at
Facebook.com/AtriaIndieAuthors
Twitter.com/AtriaBooks (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437701253l/25416764._SY475_.jpg,9107f4b7-947d-4ace-81df-164fc4dedc48
,https://www.goodreads.com/book/show/61397656-verity?from_search=true&from_srp=true&qid=1t02z5usua&rank=125,61397656,Verity,by Colleen Hoover (Goodreads Author),0.00,"En psykologisk thriller om en forfatter som kommer på sporet av en fryktelig sannhet. Et nervepirrende plott som utforsker kjærlighetens mørkeste grenser. Forfatter Asleigh Lowen er på randen av økonomisk ruin da hun tilfeldigvis møter Jeremy Crawford og får et jobbtilbud som hun ikke kan takke nei til. Jeremy er gift med bestselgerforfatteren Verity som etter en tragisk ulykke er blitt ufør og sengeliggende. Jobben går ut på å fullføre de tre siste bøkene i Veritys suksessrike bokserie. For å lykkes med dette, må Asleigh flytte inn i huset til familien Crawford, saumfare kontoret til Verity, lese manuskriptene og notatene hennes, og forsøke å leve seg inn i forfatterpsyken hennes. Underveis finner Asleight den uferdige selvbiografien til Verity, en selvbiografi som det aldri var meningen at andre skulle lese. Side på side med sjokkerende avsløringer, inkludert Veritys beretning om hva som skjedde den fatale natten tragedien rammet familien. Men skal Asleigh fortelle sannheten til Jeremy? Og hvilke andre dystre hemmeligheter holder Verity skjult? (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657036493l/61397656.jpg,e9662f96-de69-4da5-890c-ec088559b9c3
,https://www.goodreads.com/book/show/56798023-junctures-in-women-s-leadership?from_search=true&from_srp=true&qid=1t02z5usua&rank=126,56798023,Junctures in Women's Leadership: Health Care and Public Health,"by Mary E. O'Dowd (Editor), Ruth Charbonneau (Editor), Elizabeth Ryan (Contributor), Dawn Thomas (Contributor), Elizabeth Hoover (Contributor), Denise Rodgers (Goodreads Author) (Contributor), Mary Wachter (Contributor), Ann Marie Hill (Contributor), more…",0.00,"Junctures in Women’s Leadership: Health Care and Public Health offers an eclectic compilation of case studies telling the stories of women leaders in public health and health care, from Katsi Cook, Mohawk midwife, to Virginia Apgar, Katharine Dexter McCormick and Florence Schorske Wald, to Marilyn Tavenner, Suerie Moon, and more. The impact of their work is extraordinarily relevant to the current public discourse including subjects such as the global COVID-19 pandemic, disparities in health outcomes, prevention of disease and the impact of the Affordable Care Act. The leadership lessons gleaned from these chapters can be applied to a broad array of disciplines within government, private business, media, philanthropy, pharmaceutical, environmental and health sectors. Each chapter is authored by a well versed and accomplished woman, demonstrating the book’s theme that there are many paths within health care and public health. The case study format provides an introductory section providing biographical and historical background, setting the stage for a juncture, or decision point, and the resolution. The women are compelling characters and worth knowing. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612665524l/56798023.jpg,b0f5eaae-d69a-4783-b0ae-9e42da763c80
,https://www.goodreads.com/book/show/60221891-game?from_search=true&from_srp=true&qid=1t02z5usua&rank=127,60221891,Game?: Erotic romance about hardcore sex,"by Thomas Savage, Rebecca Hoover, Colleen Serle",0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643252815l/60221891._SY475_.jpg,84c02802-9512-4ba3-be48-2651a0360f57
,https://www.goodreads.com/book/show/22007206-just-a-touch?from_search=true&from_srp=true&qid=1t02z5usua&rank=121,22007206,Just a Touch: The Atria Indie Author 2014 Sampler,"by Renee Carlino (Goodreads Author), Abbi Glines (Goodreads Author), Colleen Hoover (Goodreads Author), Jamie McGuire (Goodreads Author), Gail McHugh (Goodreads Author), Leah Raeder (Goodreads Author), Elizabeth Reyes (Goodreads Author), Kendall Ryan (Goodreads Author), more…",4.13,"Included in this free e-sampler are selections from ten sexy, heartbreaking, and epically romantic books by some of the biggest names in contemporary romance and new adult fiction. You’ll want to read them over and over again, share with your friends, and bookmark every page.

We hope you enjoy these excerpts and come back for the rest of the story!

Here’s just a touch of:
Sweet Thing by Renée Carlino
Rush Too Far by Abbi Glines
Ugly Love by Colleen Hoover
Beautiful Oblivion by Jamie McGuire
Collide by Gail McHugh
Unteachable by Leah Raeder
Desert Heat by Elizabeth Reyes
Working It by Kendall Ryan
Five Ways to Fall by K.A. Tucker
Jane’s Melody by Ryan Winfield

Find out more about your favorite authors at
Facebook.com/AtriaIndieAuthors
Twitter.com/AtriaBooks
AtriaIndieAuthors.com (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398715961l/22007206.jpg,bcdcdf31-fc43-42ea-846c-69940502018d
,https://www.goodreads.com/book/show/58910208-college-friends?from_search=true&from_srp=true&qid=1t02z5usua&rank=122,58910208,College Friends,by Colleen H. Hoover,3.50,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630563092l/58910208._SY475_.jpg,7ba70f7b-dcd4-4a9e-94b8-0f717de3f6c7
,https://www.goodreads.com/book/show/18705949-the-atria-indie-lovers-collection?from_search=true&from_srp=true&qid=1t02z5usua&rank=123,18705949,The Atria Indie Lovers Collection: Twisted Perfection / Losing Hope / Red Hill,"by Abbi Glines (Goodreads Author), Colleen Hoover (Goodreads Author), Jamie McGuire (Goodreads Author)",4.56,"The Atria Indie Lovers Collection brings together three celebrated #1 New York Times bestselling authors for the first time as they embark on the Atria Indie Authors Fall 2013 tour from October 21-October 28.

This digital-only collection includes three sensational novels from three unforgettable authors.

Twisted Perfection by Abbi Glines. Set in the elite world of Rosemary Beach, a haunting love story about Woods, a wealthy playboy bound by family duty and honor, and Della, the imperfect stranger who captures his heart.

Losing Hope by Colleen Hoover. The much-anticipated sequel to Hopeless, which continues the passionate journey of Holder and Sky as they overcome their devastating pasts—this time from Holder’s point of view.

Red Hill by Jamie McGuire. From the author of Beautiful Disaster and Walking Disaster, an extraordinary novel about an ordinary group of people who must band together to survive in a brilliantly realized apocalyptic world.

Each book is available separately in ebook, trade paperback, and a signed limited edition hardcover. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389589051l/18705949.jpg,80520d02-755e-47c9-86bd-7eea74b5bef1
,https://www.goodreads.com/book/show/25416764-crave?from_search=true&from_srp=true&qid=1t02z5usua&rank=124,25416764,Crave: The 2015 Atria Indie Author Sampler,"by Renee Carlino (Goodreads Author), Abbi Glines (Goodreads Author), Karina Halle (Goodreads Author), Colleen Hoover (Goodreads Author), Gail McHugh (Goodreads Author), Leah Raeder (Goodreads Author), K.A. Tucker (Goodreads Author)",4.07,"Turn up the heat with this free e-sampler featuring seven irresistibly sexy and utterly enticing selections by some of the biggest names in contemporary romance and new adult fiction. Lose yourself in these stories and spread the love by sharing with your friends.

Here’s a taste of:

After the Rain by Renée Carlino
When You’re Back by Abbi Glines
Where Sea Meets Sky by Karina Halle
Confess by Colleen Hoover
Amber to Ashes by Gail McHugh
Black Iris Leah Raeder
Chasing River by K.A. Tucker

Find out more about your favorite authors at
Facebook.com/AtriaIndieAuthors
Twitter.com/AtriaBooks (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437701253l/25416764._SY475_.jpg,6bb5e4ff-40dc-42d3-a51a-c65588ebea37
,https://www.goodreads.com/book/show/61397656-verity?from_search=true&from_srp=true&qid=1t02z5usua&rank=125,61397656,Verity,by Colleen Hoover (Goodreads Author),0.00,"En psykologisk thriller om en forfatter som kommer på sporet av en fryktelig sannhet. Et nervepirrende plott som utforsker kjærlighetens mørkeste grenser. Forfatter Asleigh Lowen er på randen av økonomisk ruin da hun tilfeldigvis møter Jeremy Crawford og får et jobbtilbud som hun ikke kan takke nei til. Jeremy er gift med bestselgerforfatteren Verity som etter en tragisk ulykke er blitt ufør og sengeliggende. Jobben går ut på å fullføre de tre siste bøkene i Veritys suksessrike bokserie. For å lykkes med dette, må Asleigh flytte inn i huset til familien Crawford, saumfare kontoret til Verity, lese manuskriptene og notatene hennes, og forsøke å leve seg inn i forfatterpsyken hennes. Underveis finner Asleight den uferdige selvbiografien til Verity, en selvbiografi som det aldri var meningen at andre skulle lese. Side på side med sjokkerende avsløringer, inkludert Veritys beretning om hva som skjedde den fatale natten tragedien rammet familien. Men skal Asleigh fortelle sannheten til Jeremy? Og hvilke andre dystre hemmeligheter holder Verity skjult? (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657036493l/61397656.jpg,bb92bb7e-f363-4b43-aab7-53284f2876e6
,https://www.goodreads.com/book/show/56798023-junctures-in-women-s-leadership?from_search=true&from_srp=true&qid=1t02z5usua&rank=126,56798023,Junctures in Women's Leadership: Health Care and Public Health,"by Mary E. O'Dowd (Editor), Ruth Charbonneau (Editor), Elizabeth Ryan (Contributor), Dawn Thomas (Contributor), Elizabeth Hoover (Contributor), Denise Rodgers (Goodreads Author) (Contributor), Mary Wachter (Contributor), Ann Marie Hill (Contributor), more…",0.00,"Junctures in Women’s Leadership: Health Care and Public Health offers an eclectic compilation of case studies telling the stories of women leaders in public health and health care, from Katsi Cook, Mohawk midwife, to Virginia Apgar, Katharine Dexter McCormick and Florence Schorske Wald, to Marilyn Tavenner, Suerie Moon, and more. The impact of their work is extraordinarily relevant to the current public discourse including subjects such as the global COVID-19 pandemic, disparities in health outcomes, prevention of disease and the impact of the Affordable Care Act. The leadership lessons gleaned from these chapters can be applied to a broad array of disciplines within government, private business, media, philanthropy, pharmaceutical, environmental and health sectors. Each chapter is authored by a well versed and accomplished woman, demonstrating the book’s theme that there are many paths within health care and public health. The case study format provides an introductory section providing biographical and historical background, setting the stage for a juncture, or decision point, and the resolution. The women are compelling characters and worth knowing. (less)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612665524l/56798023.jpg,6346aefd-00ae-493a-80b9-7f995837b6ad
,https://www.goodreads.com/book/show/60221891-game?from_search=true&from_srp=true&qid=1t02z5usua&rank=127,60221891,Game?: Erotic romance about hardcore sex,"by Thomas Savage, Rebecca Hoover, Colleen Serle",0.00,no book description available,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643252815l/60221891._SY475_.jpg,d6f225ea-2cf1-4ebd-b6f7-ba00c2983c61
